"","Quant","Transform","Model","Year","Country"
"QuantTransform.40110",0.013383042,0.034812764,"FRA 4.0",1,"FRA"
"QuantTransform.40210",0.013541143,0.035206286,"FRA 4.0",1,"FRA"
"QuantTransform.4031",0.013702311,0.035604258,"FRA 4.0",1,"FRA"
"QuantTransform.4041",0.013868587,0.036006728,"FRA 4.0",1,"FRA"
"QuantTransform.4051",0.014031685,0.036413747,"FRA 4.0",1,"FRA"
"QuantTransform.4061",0.014199744,0.036825367,"FRA 4.0",1,"FRA"
"QuantTransform.4071",0.014372243,0.037241946,"FRA 4.0",1,"FRA"
"QuantTransform.4081",0.014547664,0.037664037,"FRA 4.0",1,"FRA"
"QuantTransform.4091",0.014726764,0.038090911,"FRA 4.0",1,"FRA"
"QuantTransform.41010",0.014911164,0.038522623,"FRA 4.0",1,"FRA"
"QuantTransform.41110",0.015098783,0.038959229,"FRA 4.0",1,"FRA"
"QuantTransform.41210",0.01528873,0.039400782,"FRA 4.0",1,"FRA"
"QuantTransform.41310",0.015484352,0.03984734,"FRA 4.0",1,"FRA"
"QuantTransform.4141",0.015684056,0.04029896,"FRA 4.0",1,"FRA"
"QuantTransform.4151",0.015882179,0.040755697,"FRA 4.0",1,"FRA"
"QuantTransform.4161",0.016087172,0.041217612,"FRA 4.0",1,"FRA"
"QuantTransform.4171",0.016301974,0.041684761,"FRA 4.0",1,"FRA"
"QuantTransform.4181",0.016519069,0.042157205,"FRA 4.0",1,"FRA"
"QuantTransform.4191",0.016736679,0.042635004,"FRA 4.0",1,"FRA"
"QuantTransform.4201",0.016958142,0.043118218,"FRA 4.0",1,"FRA"
"QuantTransform.42110",0.017187152,0.043606908,"FRA 4.0",1,"FRA"
"QuantTransform.42210",0.0174177,0.044101138,"FRA 4.0",1,"FRA"
"QuantTransform.4233",0.017658996,0.044600968,"FRA 4.0",1,"FRA"
"QuantTransform.4241",0.017909748,0.045106464,"FRA 4.0",1,"FRA"
"QuantTransform.4251",0.018157523,0.045617689,"FRA 4.0",1,"FRA"
"QuantTransform.4261",0.01840941,0.046134708,"FRA 4.0",1,"FRA"
"QuantTransform.4271",0.01866684,0.046657586,"FRA 4.0",1,"FRA"
"QuantTransform.4281",0.018927325,0.047186391,"FRA 4.0",1,"FRA"
"QuantTransform.4291",0.019197583,0.047721189,"FRA 4.0",1,"FRA"
"QuantTransform.4301",0.019472898,0.048262049,"FRA 4.0",1,"FRA"
"QuantTransform.43110",0.019762118,0.048809038,"FRA 4.0",1,"FRA"
"QuantTransform.43210",0.020047883,0.049362227,"FRA 4.0",1,"FRA"
"QuantTransform.4331",0.020345642,0.049921685,"FRA 4.0",1,"FRA"
"QuantTransform.4341",0.020653051,0.050487484,"FRA 4.0",1,"FRA"
"QuantTransform.4351",0.020977593,0.051059696,"FRA 4.0",1,"FRA"
"QuantTransform.4361",0.021306965,0.051638393,"FRA 4.0",1,"FRA"
"QuantTransform.4371",0.021639209,0.052223649,"FRA 4.0",1,"FRA"
"QuantTransform.4381",0.021982698,0.052815538,"FRA 4.0",1,"FRA"
"QuantTransform.4391",0.022330036,0.053414136,"FRA 4.0",1,"FRA"
"QuantTransform.4401",0.022692518,0.054019518,"FRA 4.0",1,"FRA"
"QuantTransform.44110",0.023058422,0.05463176,"FRA 4.0",1,"FRA"
"QuantTransform.44210",0.023442475,0.055250942,"FRA 4.0",1,"FRA"
"QuantTransform.4431",0.023833494,0.055902091,"FRA 4.0",1,"FRA"
"QuantTransform.4441",0.024242616,0.056619395,"FRA 4.0",1,"FRA"
"QuantTransform.4451",0.024653954,0.057345903,"FRA 4.0",1,"FRA"
"QuantTransform.4461",0.02508866,0.058081734,"FRA 4.0",1,"FRA"
"QuantTransform.4471",0.025532687,0.058827006,"FRA 4.0",1,"FRA"
"QuantTransform.4481",0.025979791,0.059581841,"FRA 4.0",1,"FRA"
"QuantTransform.4491",0.026442889,0.060346361,"FRA 4.0",1,"FRA"
"QuantTransform.4501",0.026922173,0.061120692,"FRA 4.0",1,"FRA"
"QuantTransform.45110",0.027431645,0.061904958,"FRA 4.0",1,"FRA"
"QuantTransform.45210",0.02795017,0.062699287,"FRA 4.0",1,"FRA"
"QuantTransform.4531",0.028483757,0.063503809,"FRA 4.0",1,"FRA"
"QuantTransform.4541",0.029041666,0.064318654,"FRA 4.0",1,"FRA"
"QuantTransform.4551",0.029613354,0.065143955,"FRA 4.0",1,"FRA"
"QuantTransform.4561",0.030191163,0.065979845,"FRA 4.0",1,"FRA"
"QuantTransform.4571",0.030797326,0.066826462,"FRA 4.0",1,"FRA"
"QuantTransform.4581",0.031436835,0.067683941,"FRA 4.0",1,"FRA"
"QuantTransform.4591",0.032118927,0.068552423,"FRA 4.0",1,"FRA"
"QuantTransform.4601",0.032808366,0.069432049,"FRA 4.0",1,"FRA"
"QuantTransform.46110",0.033523867,0.070322962,"FRA 4.0",1,"FRA"
"QuantTransform.46210",0.0342801,0.071225307,"FRA 4.0",1,"FRA"
"QuantTransform.4631",0.035076251,0.07213923,"FRA 4.0",1,"FRA"
"QuantTransform.4641",0.035904052,0.073064879,"FRA 4.0",1,"FRA"
"QuantTransform.4651",0.036747435,0.074002407,"FRA 4.0",1,"FRA"
"QuantTransform.4661",0.03759768,0.074951964,"FRA 4.0",1,"FRA"
"QuantTransform.4671",0.038552271,0.075913705,"FRA 4.0",1,"FRA"
"QuantTransform.4681",0.039526281,0.076887787,"FRA 4.0",1,"FRA"
"QuantTransform.4691",0.040556596,0.077874368,"FRA 4.0",1,"FRA"
"QuantTransform.4701",0.041621157,0.078873608,"FRA 4.0",1,"FRA"
"QuantTransform.47110",0.042750174,0.079885669,"FRA 4.0",1,"FRA"
"QuantTransform.47210",0.043941756,0.080910717,"FRA 4.0",1,"FRA"
"QuantTransform.4731",0.045235439,0.081948918,"FRA 4.0",1,"FRA"
"QuantTransform.4741",0.046529136,0.08300044,"FRA 4.0",1,"FRA"
"QuantTransform.4751",0.047960894,0.084973577,"FRA 4.0",1,"FRA"
"QuantTransform.4761",0.049454963,0.087933376,"FRA 4.0",1,"FRA"
"QuantTransform.4771",0.051043113,0.09099627,"FRA 4.0",1,"FRA"
"QuantTransform.4781",0.052764284,0.094165851,"FRA 4.0",1,"FRA"
"QuantTransform.4791",0.054574625,0.097445834,"FRA 4.0",1,"FRA"
"QuantTransform.4801",0.056535039,0.100840066,"FRA 4.0",1,"FRA"
"QuantTransform.48110",0.058649775,0.104352526,"FRA 4.0",1,"FRA"
"QuantTransform.48210",0.060907322,0.107987331,"FRA 4.0",1,"FRA"
"QuantTransform.4831",0.063358655,0.111748744,"FRA 4.0",1,"FRA"
"QuantTransform.4841",0.066066604,0.115641175,"FRA 4.0",1,"FRA"
"QuantTransform.4851",0.068954556,0.119669187,"FRA 4.0",1,"FRA"
"QuantTransform.4861",0.07211683,0.123837502,"FRA 4.0",1,"FRA"
"QuantTransform.4871",0.075600425,0.128151008,"FRA 4.0",1,"FRA"
"QuantTransform.4881",0.079437687,0.132614762,"FRA 4.0",1,"FRA"
"QuantTransform.4891",0.08368812,0.137233998,"FRA 4.0",1,"FRA"
"QuantTransform.4901",0.088340309,0.14201413,"FRA 4.0",1,"FRA"
"QuantTransform.49110",0.093671396,0.146960764,"FRA 4.0",1,"FRA"
"QuantTransform.49210",0.099675527,0.1520797,"FRA 4.0",1,"FRA"
"QuantTransform.4931",0.106447077,0.157376937,"FRA 4.0",1,"FRA"
"QuantTransform.4941",0.114256533,0.162858689,"FRA 4.0",1,"FRA"
"QuantTransform.4951",0.123735692,0.16853138,"FRA 4.0",1,"FRA"
"QuantTransform.4961",0.135226531,0.174401663,"FRA 4.0",1,"FRA"
"QuantTransform.4971",0.149784988,0.180476419,"FRA 4.0",1,"FRA"
"QuantTransform.4981",0.169036979,0.186762771,"FRA 4.0",1,"FRA"
"QuantTransform.4991",0.200551398,0.193268089,"FRA 4.0",1,"FRA"
"QuantTransform.500",0.425462849,0.276,"FRA 4.0",1,"FRA"
"QuantTransform31",8.4874e-05,0.005185185,"FRA 4.0",5,"FRA"
"QuantTransform.1140",0.00061097,0.005389395,"FRA 4.0",5,"FRA"
"QuantTransform.2140",0.00071458,0.005601648,"FRA 4.0",5,"FRA"
"QuantTransform.3140",0.00078749,0.00582226,"FRA 4.0",5,"FRA"
"QuantTransform.4140",0.000848285,0.00605156,"FRA 4.0",5,"FRA"
"QuantTransform.532",0.00089919,0.006289891,"FRA 4.0",5,"FRA"
"QuantTransform.632",0.000946551,0.006537609,"FRA 4.0",5,"FRA"
"QuantTransform.732",0.000989997,0.006795082,"FRA 4.0",5,"FRA"
"QuantTransform.832",0.001030435,0.007020181,"FRA 4.0",5,"FRA"
"QuantTransform.932",0.001068223,0.00710828,"FRA 4.0",5,"FRA"
"QuantTransform.1032",0.00110464,0.007197485,"FRA 4.0",5,"FRA"
"QuantTransform.1142",0.001139354,0.00728781,"FRA 4.0",5,"FRA"
"QuantTransform.1234",0.001172496,0.007379268,"FRA 4.0",5,"FRA"
"QuantTransform.1332",0.00120441,0.007471874,"FRA 4.0",5,"FRA"
"QuantTransform.1432",0.001236036,0.007565642,"FRA 4.0",5,"FRA"
"QuantTransform.1532",0.001266031,0.007660586,"FRA 4.0",5,"FRA"
"QuantTransform.1632",0.001295981,0.007756723,"FRA 4.0",5,"FRA"
"QuantTransform.1732",0.001324927,0.007854065,"FRA 4.0",5,"FRA"
"QuantTransform.1832",0.001354073,0.00795263,"FRA 4.0",5,"FRA"
"QuantTransform.1932",0.001381355,0.008052431,"FRA 4.0",5,"FRA"
"QuantTransform.2032",0.001409338,0.008153484,"FRA 4.0",5,"FRA"
"QuantTransform.2142",0.001435869,0.008255806,"FRA 4.0",5,"FRA"
"QuantTransform.2234",0.001462379,0.008359412,"FRA 4.0",5,"FRA"
"QuantTransform.2332",0.001487699,0.008464318,"FRA 4.0",5,"FRA"
"QuantTransform.2432",0.001513142,0.008570541,"FRA 4.0",5,"FRA"
"QuantTransform.2532",0.001538827,0.008651289,"FRA 4.0",5,"FRA"
"QuantTransform.2632",0.001563758,0.008722548,"FRA 4.0",5,"FRA"
"QuantTransform.2732",0.00158867,0.008794395,"FRA 4.0",5,"FRA"
"QuantTransform.2832",0.001613618,0.008866833,"FRA 4.0",5,"FRA"
"QuantTransform.2932",0.001638006,0.008939868,"FRA 4.0",5,"FRA"
"QuantTransform.3032",0.001662532,0.009013504,"FRA 4.0",5,"FRA"
"QuantTransform.3142",0.00168669,0.009087747,"FRA 4.0",5,"FRA"
"QuantTransform.3234",0.00171081,0.009162601,"FRA 4.0",5,"FRA"
"QuantTransform.3332",0.001734455,0.009238072,"FRA 4.0",5,"FRA"
"QuantTransform.3432",0.001757863,0.009314165,"FRA 4.0",5,"FRA"
"QuantTransform.3532",0.001781233,0.009390885,"FRA 4.0",5,"FRA"
"QuantTransform.3632",0.001804117,0.009468236,"FRA 4.0",5,"FRA"
"QuantTransform.3732",0.0018274,0.009546224,"FRA 4.0",5,"FRA"
"QuantTransform.3832",0.001850373,0.009624855,"FRA 4.0",5,"FRA"
"QuantTransform.3932",0.001873008,0.009704134,"FRA 4.0",5,"FRA"
"QuantTransform.4032",0.001895969,0.009784065,"FRA 4.0",5,"FRA"
"QuantTransform.4142",0.001918439,0.009864655,"FRA 4.0",5,"FRA"
"QuantTransform.4234",0.001941043,0.009945909,"FRA 4.0",5,"FRA"
"QuantTransform.4332",0.001963352,0.010030941,"FRA 4.0",5,"FRA"
"QuantTransform.4432",0.001985631,0.01012282,"FRA 4.0",5,"FRA"
"QuantTransform.4532",0.002008032,0.010215542,"FRA 4.0",5,"FRA"
"QuantTransform.4632",0.002030297,0.010309112,"FRA 4.0",5,"FRA"
"QuantTransform.4732",0.00205259,0.01040354,"FRA 4.0",5,"FRA"
"QuantTransform.4832",0.002075417,0.010498832,"FRA 4.0",5,"FRA"
"QuantTransform.4932",0.002097379,0.010594998,"FRA 4.0",5,"FRA"
"QuantTransform.501",0.002120365,0.010692044,"FRA 4.0",5,"FRA"
"QuantTransform.5111",0.00214223,0.010789979,"FRA 4.0",5,"FRA"
"QuantTransform.5211",0.00216406,0.010888812,"FRA 4.0",5,"FRA"
"QuantTransform.533",0.002186335,0.010988549,"FRA 4.0",5,"FRA"
"QuantTransform.542",0.002209076,0.0110892,"FRA 4.0",5,"FRA"
"QuantTransform.552",0.002231082,0.011190773,"FRA 4.0",5,"FRA"
"QuantTransform.562",0.002253447,0.011293276,"FRA 4.0",5,"FRA"
"QuantTransform.572",0.002276008,0.011396719,"FRA 4.0",5,"FRA"
"QuantTransform.582",0.002298551,0.011501108,"FRA 4.0",5,"FRA"
"QuantTransform.592",0.002320673,0.011606454,"FRA 4.0",5,"FRA"
"QuantTransform.601",0.002342413,0.011712765,"FRA 4.0",5,"FRA"
"QuantTransform.6111",0.002364655,0.01182005,"FRA 4.0",5,"FRA"
"QuantTransform.6211",0.002386968,0.011928317,"FRA 4.0",5,"FRA"
"QuantTransform.633",0.002409636,0.012037576,"FRA 4.0",5,"FRA"
"QuantTransform.642",0.002431894,0.012147835,"FRA 4.0",5,"FRA"
"QuantTransform.652",0.002454045,0.012259105,"FRA 4.0",5,"FRA"
"QuantTransform.662",0.002476845,0.012371394,"FRA 4.0",5,"FRA"
"QuantTransform.672",0.002499271,0.012484711,"FRA 4.0",5,"FRA"
"QuantTransform.682",0.002521415,0.012599067,"FRA 4.0",5,"FRA"
"QuantTransform.692",0.002543986,0.012714469,"FRA 4.0",5,"FRA"
"QuantTransform.701",0.002566547,0.012830929,"FRA 4.0",5,"FRA"
"QuantTransform.7111",0.002589097,0.012948456,"FRA 4.0",5,"FRA"
"QuantTransform.7211",0.002611625,0.013067059,"FRA 4.0",5,"FRA"
"QuantTransform.733",0.002633963,0.013186748,"FRA 4.0",5,"FRA"
"QuantTransform.742",0.002656583,0.013307534,"FRA 4.0",5,"FRA"
"QuantTransform.752",0.00267916,0.013429426,"FRA 4.0",5,"FRA"
"QuantTransform.762",0.002701734,0.013566418,"FRA 4.0",5,"FRA"
"QuantTransform.772",0.002724408,0.013708332,"FRA 4.0",5,"FRA"
"QuantTransform.782",0.00274749,0.01385173,"FRA 4.0",5,"FRA"
"QuantTransform.792",0.002770802,0.013996629,"FRA 4.0",5,"FRA"
"QuantTransform.801",0.002793856,0.014143043,"FRA 4.0",5,"FRA"
"QuantTransform.8111",0.002816838,0.014290989,"FRA 4.0",5,"FRA"
"QuantTransform.8211",0.002840002,0.014440483,"FRA 4.0",5,"FRA"
"QuantTransform.833",0.002862989,0.01459154,"FRA 4.0",5,"FRA"
"QuantTransform.842",0.002886268,0.014744178,"FRA 4.0",5,"FRA"
"QuantTransform.852",0.002909187,0.014898412,"FRA 4.0",5,"FRA"
"QuantTransform.862",0.002932702,0.015054259,"FRA 4.0",5,"FRA"
"QuantTransform.872",0.002955846,0.015211737,"FRA 4.0",5,"FRA"
"QuantTransform.882",0.002979042,0.015370862,"FRA 4.0",5,"FRA"
"QuantTransform.892",0.00300178,0.015531652,"FRA 4.0",5,"FRA"
"QuantTransform.901",0.003024765,0.015694124,"FRA 4.0",5,"FRA"
"QuantTransform.9111",0.003047967,0.015858295,"FRA 4.0",5,"FRA"
"QuantTransform.9211",0.003071563,0.016024184,"FRA 4.0",5,"FRA"
"QuantTransform.933",0.003094952,0.016191808,"FRA 4.0",5,"FRA"
"QuantTransform.942",0.003117785,0.016361185,"FRA 4.0",5,"FRA"
"QuantTransform.952",0.003141306,0.016532335,"FRA 4.0",5,"FRA"
"QuantTransform.962",0.003165785,0.016705274,"FRA 4.0",5,"FRA"
"QuantTransform.972",0.003189433,0.016880023,"FRA 4.0",5,"FRA"
"QuantTransform.982",0.003212682,0.017056599,"FRA 4.0",5,"FRA"
"QuantTransform.992",0.003236468,0.017235023,"FRA 4.0",5,"FRA"
"QuantTransform.1001",0.003260589,0.017415313,"FRA 4.0",5,"FRA"
"QuantTransform.10111",0.003284221,0.017597489,"FRA 4.0",5,"FRA"
"QuantTransform.10211",0.003308478,0.017781571,"FRA 4.0",5,"FRA"
"QuantTransform.1033",0.003333004,0.017967579,"FRA 4.0",5,"FRA"
"QuantTransform.1042",0.003357541,0.018155532,"FRA 4.0",5,"FRA"
"QuantTransform.1052",0.003382012,0.018345451,"FRA 4.0",5,"FRA"
"QuantTransform.1062",0.003406678,0.018537357,"FRA 4.0",5,"FRA"
"QuantTransform.1072",0.00343165,0.018731271,"FRA 4.0",5,"FRA"
"QuantTransform.1082",0.003455891,0.018927212,"FRA 4.0",5,"FRA"
"QuantTransform.1092",0.00348064,0.019125204,"FRA 4.0",5,"FRA"
"QuantTransform.11011",0.003505777,0.019325267,"FRA 4.0",5,"FRA"
"QuantTransform.11111",0.00353098,0.019527422,"FRA 4.0",5,"FRA"
"QuantTransform.11211",0.003555558,0.019731693,"FRA 4.0",5,"FRA"
"QuantTransform.11311",0.003580309,0.0199381,"FRA 4.0",5,"FRA"
"QuantTransform.1143",0.003605624,0.020118975,"FRA 4.0",5,"FRA"
"QuantTransform.1152",0.003630703,0.020279995,"FRA 4.0",5,"FRA"
"QuantTransform.1162",0.00365604,0.020442303,"FRA 4.0",5,"FRA"
"QuantTransform.1172",0.003681476,0.020605911,"FRA 4.0",5,"FRA"
"QuantTransform.1182",0.003707685,0.020770828,"FRA 4.0",5,"FRA"
"QuantTransform.1192",0.003733279,0.020937066,"FRA 4.0",5,"FRA"
"QuantTransform.1202",0.003758991,0.021104633,"FRA 4.0",5,"FRA"
"QuantTransform.12111",0.003784743,0.021273542,"FRA 4.0",5,"FRA"
"QuantTransform.12211",0.003809494,0.021443803,"FRA 4.0",5,"FRA"
"QuantTransform.1235",0.003835,0.021615426,"FRA 4.0",5,"FRA"
"QuantTransform.1242",0.003861514,0.021788423,"FRA 4.0",5,"FRA"
"QuantTransform.1252",0.003887567,0.021962804,"FRA 4.0",5,"FRA"
"QuantTransform.1262",0.003913765,0.022138581,"FRA 4.0",5,"FRA"
"QuantTransform.1272",0.003940655,0.022315765,"FRA 4.0",5,"FRA"
"QuantTransform.1282",0.003967468,0.022494367,"FRA 4.0",5,"FRA"
"QuantTransform.1292",0.003994141,0.022674398,"FRA 4.0",5,"FRA"
"QuantTransform.1302",0.004020958,0.02285587,"FRA 4.0",5,"FRA"
"QuantTransform.13111",0.00404747,0.023038795,"FRA 4.0",5,"FRA"
"QuantTransform.13211",0.004075228,0.023223183,"FRA 4.0",5,"FRA"
"QuantTransform.1333",0.004102669,0.023409047,"FRA 4.0",5,"FRA"
"QuantTransform.1342",0.00413037,0.023596399,"FRA 4.0",5,"FRA"
"QuantTransform.1352",0.004157842,0.023785251,"FRA 4.0",5,"FRA"
"QuantTransform.1362",0.004185215,0.023975613,"FRA 4.0",5,"FRA"
"QuantTransform.1372",0.004213253,0.0241675,"FRA 4.0",5,"FRA"
"QuantTransform.1382",0.004240933,0.024360922,"FRA 4.0",5,"FRA"
"QuantTransform.1392",0.004268515,0.024555892,"FRA 4.0",5,"FRA"
"QuantTransform.1402",0.004296535,0.024752422,"FRA 4.0",5,"FRA"
"QuantTransform.14111",0.004324701,0.024950526,"FRA 4.0",5,"FRA"
"QuantTransform.14211",0.004352429,0.025150215,"FRA 4.0",5,"FRA"
"QuantTransform.1433",0.004380655,0.025351502,"FRA 4.0",5,"FRA"
"QuantTransform.1442",0.004409776,0.0255544,"FRA 4.0",5,"FRA"
"QuantTransform.1452",0.004438521,0.025758922,"FRA 4.0",5,"FRA"
"QuantTransform.1462",0.004467395,0.025965081,"FRA 4.0",5,"FRA"
"QuantTransform.1472",0.004495656,0.026172889,"FRA 4.0",5,"FRA"
"QuantTransform.1482",0.004524765,0.026382361,"FRA 4.0",5,"FRA"
"QuantTransform.1492",0.004554829,0.02659351,"FRA 4.0",5,"FRA"
"QuantTransform.1502",0.004583941,0.026806348,"FRA 4.0",5,"FRA"
"QuantTransform.15111",0.004613726,0.02702089,"FRA 4.0",5,"FRA"
"QuantTransform.15211",0.004643878,0.027237149,"FRA 4.0",5,"FRA"
"QuantTransform.1533",0.004674201,0.027455138,"FRA 4.0",5,"FRA"
"QuantTransform.1542",0.004704353,0.027674873,"FRA 4.0",5,"FRA"
"QuantTransform.1552",0.004734104,0.027896366,"FRA 4.0",5,"FRA"
"QuantTransform.1562",0.004764292,0.028119631,"FRA 4.0",5,"FRA"
"QuantTransform.1572",0.004794672,0.028344684,"FRA 4.0",5,"FRA"
"QuantTransform.1582",0.004825355,0.028571537,"FRA 4.0",5,"FRA"
"QuantTransform.1592",0.00485557,0.028800207,"FRA 4.0",5,"FRA"
"QuantTransform.1602",0.004886552,0.029030706,"FRA 4.0",5,"FRA"
"QuantTransform.16111",0.00491725,0.02926305,"FRA 4.0",5,"FRA"
"QuantTransform.16211",0.004949446,0.029497254,"FRA 4.0",5,"FRA"
"QuantTransform.1633",0.004980057,0.029725468,"FRA 4.0",5,"FRA"
"QuantTransform.1642",0.005011089,0.029930755,"FRA 4.0",5,"FRA"
"QuantTransform.1652",0.005042335,0.03013746,"FRA 4.0",5,"FRA"
"QuantTransform.1662",0.005074012,0.030345593,"FRA 4.0",5,"FRA"
"QuantTransform.1672",0.00510532,0.030555163,"FRA 4.0",5,"FRA"
"QuantTransform.1682",0.005137915,0.03076618,"FRA 4.0",5,"FRA"
"QuantTransform.1692",0.005170195,0.030978654,"FRA 4.0",5,"FRA"
"QuantTransform.1702",0.005202407,0.031192596,"FRA 4.0",5,"FRA"
"QuantTransform.17111",0.005234961,0.031408016,"FRA 4.0",5,"FRA"
"QuantTransform.17211",0.005267751,0.031624923,"FRA 4.0",5,"FRA"
"QuantTransform.1733",0.00530062,0.031843328,"FRA 4.0",5,"FRA"
"QuantTransform.1742",0.005333763,0.032063242,"FRA 4.0",5,"FRA"
"QuantTransform.1752",0.005366943,0.032284674,"FRA 4.0",5,"FRA"
"QuantTransform.1762",0.005400614,0.032507635,"FRA 4.0",5,"FRA"
"QuantTransform.1772",0.005433562,0.032732136,"FRA 4.0",5,"FRA"
"QuantTransform.1782",0.005466915,0.032958188,"FRA 4.0",5,"FRA"
"QuantTransform.1792",0.005501348,0.033185801,"FRA 4.0",5,"FRA"
"QuantTransform.1802",0.005535165,0.033414986,"FRA 4.0",5,"FRA"
"QuantTransform.18111",0.005568935,0.033645753,"FRA 4.0",5,"FRA"
"QuantTransform.18211",0.005603285,0.033878114,"FRA 4.0",5,"FRA"
"QuantTransform.1833",0.005636949,0.03411208,"FRA 4.0",5,"FRA"
"QuantTransform.1842",0.005672421,0.034347662,"FRA 4.0",5,"FRA"
"QuantTransform.1852",0.005707155,0.034584871,"FRA 4.0",5,"FRA"
"QuantTransform.1862",0.005742208,0.034823717,"FRA 4.0",5,"FRA"
"QuantTransform.1872",0.005777896,0.035064214,"FRA 4.0",5,"FRA"
"QuantTransform.1882",0.005813243,0.035306371,"FRA 4.0",5,"FRA"
"QuantTransform.1892",0.005849162,0.035550201,"FRA 4.0",5,"FRA"
"QuantTransform.1902",0.005885383,0.035795714,"FRA 4.0",5,"FRA"
"QuantTransform.19111",0.005921695,0.036042923,"FRA 4.0",5,"FRA"
"QuantTransform.19211",0.005957724,0.03629184,"FRA 4.0",5,"FRA"
"QuantTransform.1933",0.0059948,0.036542475,"FRA 4.0",5,"FRA"
"QuantTransform.1942",0.006031643,0.036794841,"FRA 4.0",5,"FRA"
"QuantTransform.1952",0.00606838,0.03704895,"FRA 4.0",5,"FRA"
"QuantTransform.1962",0.006105626,0.037304814,"FRA 4.0",5,"FRA"
"QuantTransform.1972",0.006143821,0.037562446,"FRA 4.0",5,"FRA"
"QuantTransform.1982",0.006181366,0.037821856,"FRA 4.0",5,"FRA"
"QuantTransform.1992",0.006219102,0.038083058,"FRA 4.0",5,"FRA"
"QuantTransform.2001",0.006256835,0.038346063,"FRA 4.0",5,"FRA"
"QuantTransform.20111",0.006295537,0.038610885,"FRA 4.0",5,"FRA"
"QuantTransform.20211",0.006335598,0.038877536,"FRA 4.0",5,"FRA"
"QuantTransform.2033",0.006374096,0.039146029,"FRA 4.0",5,"FRA"
"QuantTransform.2042",0.006412783,0.039416376,"FRA 4.0",5,"FRA"
"QuantTransform.2052",0.006453379,0.039688589,"FRA 4.0",5,"FRA"
"QuantTransform.2062",0.006494115,0.039962683,"FRA 4.0",5,"FRA"
"QuantTransform.2072",0.006533639,0.04023867,"FRA 4.0",5,"FRA"
"QuantTransform.2082",0.006573425,0.040516562,"FRA 4.0",5,"FRA"
"QuantTransform.2092",0.006613637,0.040796374,"FRA 4.0",5,"FRA"
"QuantTransform.21011",0.006653738,0.041078118,"FRA 4.0",5,"FRA"
"QuantTransform.21111",0.006694811,0.041361808,"FRA 4.0",5,"FRA"
"QuantTransform.21211",0.006735785,0.041647457,"FRA 4.0",5,"FRA"
"QuantTransform.21311",0.00677705,0.041935079,"FRA 4.0",5,"FRA"
"QuantTransform.2143",0.00681771,0.042224687,"FRA 4.0",5,"FRA"
"QuantTransform.2152",0.006860222,0.042516295,"FRA 4.0",5,"FRA"
"QuantTransform.2162",0.00690295,0.042809917,"FRA 4.0",5,"FRA"
"QuantTransform.2172",0.00694489,0.043105567,"FRA 4.0",5,"FRA"
"QuantTransform.2182",0.006987107,0.043403259,"FRA 4.0",5,"FRA"
"QuantTransform.2192",0.007029607,0.043697359,"FRA 4.0",5,"FRA"
"QuantTransform.2202",0.007072939,0.043952116,"FRA 4.0",5,"FRA"
"QuantTransform.22111",0.007116885,0.044208358,"FRA 4.0",5,"FRA"
"QuantTransform.22211",0.007161059,0.044466094,"FRA 4.0",5,"FRA"
"QuantTransform.2235",0.007205172,0.044725332,"FRA 4.0",5,"FRA"
"QuantTransform.2242",0.007249313,0.044986082,"FRA 4.0",5,"FRA"
"QuantTransform.2252",0.007294789,0.045248352,"FRA 4.0",5,"FRA"
"QuantTransform.2262",0.007338802,0.045512151,"FRA 4.0",5,"FRA"
"QuantTransform.2272",0.007383766,0.045777488,"FRA 4.0",5,"FRA"
"QuantTransform.2282",0.007429248,0.046044372,"FRA 4.0",5,"FRA"
"QuantTransform.2292",0.007474972,0.046312812,"FRA 4.0",5,"FRA"
"QuantTransform.2302",0.007520807,0.046582817,"FRA 4.0",5,"FRA"
"QuantTransform.23111",0.007566789,0.046854396,"FRA 4.0",5,"FRA"
"QuantTransform.23211",0.00761322,0.047127558,"FRA 4.0",5,"FRA"
"QuantTransform.2333",0.007660053,0.047402313,"FRA 4.0",5,"FRA"
"QuantTransform.2342",0.007706969,0.047678669,"FRA 4.0",5,"FRA"
"QuantTransform.2352",0.007754358,0.047956637,"FRA 4.0",5,"FRA"
"QuantTransform.2362",0.007802568,0.048236226,"FRA 4.0",5,"FRA"
"QuantTransform.2372",0.007849541,0.048517444,"FRA 4.0",5,"FRA"
"QuantTransform.2382",0.007897594,0.048800302,"FRA 4.0",5,"FRA"
"QuantTransform.2392",0.007945814,0.049084809,"FRA 4.0",5,"FRA"
"QuantTransform.2402",0.007996064,0.049370975,"FRA 4.0",5,"FRA"
"QuantTransform.24111",0.008045607,0.049658809,"FRA 4.0",5,"FRA"
"QuantTransform.24211",0.008095397,0.049948321,"FRA 4.0",5,"FRA"
"QuantTransform.2433",0.008146195,0.050239521,"FRA 4.0",5,"FRA"
"QuantTransform.2442",0.008196283,0.050532418,"FRA 4.0",5,"FRA"
"QuantTransform.2452",0.008246994,0.050827024,"FRA 4.0",5,"FRA"
"QuantTransform.2462",0.008298117,0.051123347,"FRA 4.0",5,"FRA"
"QuantTransform.2472",0.00834986,0.051421397,"FRA 4.0",5,"FRA"
"QuantTransform.2482",0.008401479,0.051721185,"FRA 4.0",5,"FRA"
"QuantTransform.2492",0.008452643,0.052022721,"FRA 4.0",5,"FRA"
