"","Quant","Transform","Model","Year","Country"
"QuantTransform.2502",0.008504892,0.052326015,"FRA 4.0",5,"FRA"
"QuantTransform.25111",0.008557316,0.052631077,"FRA 4.0",5,"FRA"
"QuantTransform.25211",0.008609801,0.052937917,"FRA 4.0",5,"FRA"
"QuantTransform.2533",0.008663361,0.053246547,"FRA 4.0",5,"FRA"
"QuantTransform.2542",0.008715985,0.053556975,"FRA 4.0",5,"FRA"
"QuantTransform.2552",0.008769768,0.053869214,"FRA 4.0",5,"FRA"
"QuantTransform.2562",0.008825105,0.054183273,"FRA 4.0",5,"FRA"
"QuantTransform.2572",0.008880162,0.054499163,"FRA 4.0",5,"FRA"
"QuantTransform.2582",0.008935174,0.054816894,"FRA 4.0",5,"FRA"
"QuantTransform.2592",0.008990436,0.055136478,"FRA 4.0",5,"FRA"
"QuantTransform.2602",0.009046394,0.055457925,"FRA 4.0",5,"FRA"
"QuantTransform.26111",0.009101687,0.055781246,"FRA 4.0",5,"FRA"
"QuantTransform.26211",0.009158498,0.056106452,"FRA 4.0",5,"FRA"
"QuantTransform.2633",0.009214842,0.056433554,"FRA 4.0",5,"FRA"
"QuantTransform.2642",0.009272875,0.056762563,"FRA 4.0",5,"FRA"
"QuantTransform.2652",0.00933126,0.057093491,"FRA 4.0",5,"FRA"
"QuantTransform.2662",0.0093902,0.057426347,"FRA 4.0",5,"FRA"
"QuantTransform.2672",0.009450335,0.057761144,"FRA 4.0",5,"FRA"
"QuantTransform.2682",0.009509878,0.058097893,"FRA 4.0",5,"FRA"
"QuantTransform.2692",0.009569445,0.058436605,"FRA 4.0",5,"FRA"
"QuantTransform.2702",0.0096309,0.058777292,"FRA 4.0",5,"FRA"
"QuantTransform.27111",0.00969299,0.059118401,"FRA 4.0",5,"FRA"
"QuantTransform.27211",0.009754097,0.059459887,"FRA 4.0",5,"FRA"
"QuantTransform.2733",0.009813484,0.059803346,"FRA 4.0",5,"FRA"
"QuantTransform.2742",0.009875466,0.060148788,"FRA 4.0",5,"FRA"
"QuantTransform.2752",0.009938074,0.060496226,"FRA 4.0",5,"FRA"
"QuantTransform.2762",0.010001488,0.06084567,"FRA 4.0",5,"FRA"
"QuantTransform.2772",0.010065124,0.061197133,"FRA 4.0",5,"FRA"
"QuantTransform.2782",0.010128229,0.061550626,"FRA 4.0",5,"FRA"
"QuantTransform.2792",0.010193016,0.061906162,"FRA 4.0",5,"FRA"
"QuantTransform.2802",0.010258137,0.06226375,"FRA 4.0",5,"FRA"
"QuantTransform.28111",0.010324157,0.062623405,"FRA 4.0",5,"FRA"
"QuantTransform.28211",0.010390437,0.062985137,"FRA 4.0",5,"FRA"
"QuantTransform.2833",0.01045545,0.063348958,"FRA 4.0",5,"FRA"
"QuantTransform.2842",0.010522149,0.063714881,"FRA 4.0",5,"FRA"
"QuantTransform.2852",0.010588568,0.064082917,"FRA 4.0",5,"FRA"
"QuantTransform.2862",0.010657477,0.06445308,"FRA 4.0",5,"FRA"
"QuantTransform.2872",0.010725682,0.06482538,"FRA 4.0",5,"FRA"
"QuantTransform.2882",0.01079443,0.065199831,"FRA 4.0",5,"FRA"
"QuantTransform.2892",0.01086359,0.065576445,"FRA 4.0",5,"FRA"
"QuantTransform.2902",0.010932961,0.065955235,"FRA 4.0",5,"FRA"
"QuantTransform.29111",0.011004463,0.066336212,"FRA 4.0",5,"FRA"
"QuantTransform.29211",0.011076285,0.06671939,"FRA 4.0",5,"FRA"
"QuantTransform.2933",0.011149559,0.067104782,"FRA 4.0",5,"FRA"
"QuantTransform.2942",0.011223753,0.067492399,"FRA 4.0",5,"FRA"
"QuantTransform.2952",0.011297542,0.067882256,"FRA 4.0",5,"FRA"
"QuantTransform.2962",0.011371491,0.068274365,"FRA 4.0",5,"FRA"
"QuantTransform.2972",0.011446008,0.068668738,"FRA 4.0",5,"FRA"
"QuantTransform.2982",0.011522557,0.06906539,"FRA 4.0",5,"FRA"
"QuantTransform.2992",0.011598784,0.069464332,"FRA 4.0",5,"FRA"
"QuantTransform.3001",0.011674224,0.069865579,"FRA 4.0",5,"FRA"
"QuantTransform.30111",0.011751926,0.070269144,"FRA 4.0",5,"FRA"
"QuantTransform.30211",0.011828377,0.07067504,"FRA 4.0",5,"FRA"
"QuantTransform.3033",0.011906507,0.071083281,"FRA 4.0",5,"FRA"
"QuantTransform.3042",0.011985799,0.071493879,"FRA 4.0",5,"FRA"
"QuantTransform.3052",0.012063557,0.07190685,"FRA 4.0",5,"FRA"
"QuantTransform.3062",0.012143691,0.072322205,"FRA 4.0",5,"FRA"
"QuantTransform.3072",0.012224899,0.072739961,"FRA 4.0",5,"FRA"
"QuantTransform.3082",0.012306011,0.073160129,"FRA 4.0",5,"FRA"
"QuantTransform.3092",0.012389611,0.073582724,"FRA 4.0",5,"FRA"
"QuantTransform.31011",0.012471067,0.07400776,"FRA 4.0",5,"FRA"
"QuantTransform.31111",0.012556326,0.074435251,"FRA 4.0",5,"FRA"
"QuantTransform.31211",0.012641875,0.074865212,"FRA 4.0",5,"FRA"
"QuantTransform.31311",0.012727675,0.075297656,"FRA 4.0",5,"FRA"
"QuantTransform.3143",0.012812558,0.075732598,"FRA 4.0",5,"FRA"
"QuantTransform.3152",0.012899413,0.076170053,"FRA 4.0",5,"FRA"
"QuantTransform.3162",0.012986674,0.076610034,"FRA 4.0",5,"FRA"
"QuantTransform.3172",0.013077093,0.077094284,"FRA 4.0",5,"FRA"
"QuantTransform.3182",0.013164844,0.077584113,"FRA 4.0",5,"FRA"
"QuantTransform.3192",0.013256596,0.078077055,"FRA 4.0",5,"FRA"
"QuantTransform.3202",0.013347147,0.078573128,"FRA 4.0",5,"FRA"
"QuantTransform.32111",0.01343926,0.079072354,"FRA 4.0",5,"FRA"
"QuantTransform.32211",0.013533344,0.079574751,"FRA 4.0",5,"FRA"
"QuantTransform.3235",0.013626286,0.080080341,"FRA 4.0",5,"FRA"
"QuantTransform.3242",0.013720588,0.080589143,"FRA 4.0",5,"FRA"
"QuantTransform.3252",0.013814101,0.081101177,"FRA 4.0",5,"FRA"
"QuantTransform.3262",0.013909067,0.081616465,"FRA 4.0",5,"FRA"
"QuantTransform.3272",0.0140065,0.082135027,"FRA 4.0",5,"FRA"
"QuantTransform.3282",0.014105346,0.082656883,"FRA 4.0",5,"FRA"
"QuantTransform.3292",0.014204032,0.083182055,"FRA 4.0",5,"FRA"
"QuantTransform.3302",0.01430285,0.083710564,"FRA 4.0",5,"FRA"
"QuantTransform.33111",0.014403217,0.084242431,"FRA 4.0",5,"FRA"
"QuantTransform.33211",0.014504156,0.084777677,"FRA 4.0",5,"FRA"
"QuantTransform.3333",0.014605596,0.085316324,"FRA 4.0",5,"FRA"
"QuantTransform.3342",0.014709831,0.085858394,"FRA 4.0",5,"FRA"
"QuantTransform.3352",0.014810553,0.086403907,"FRA 4.0",5,"FRA"
"QuantTransform.3362",0.014914487,0.086952887,"FRA 4.0",5,"FRA"
"QuantTransform.3372",0.01502117,0.087505354,"FRA 4.0",5,"FRA"
"QuantTransform.3382",0.015131597,0.088061332,"FRA 4.0",5,"FRA"
"QuantTransform.3392",0.015241116,0.088620842,"FRA 4.0",5,"FRA"
"QuantTransform.3402",0.015351157,0.089183907,"FRA 4.0",5,"FRA"
"QuantTransform.34111",0.015461034,0.08975055,"FRA 4.0",5,"FRA"
"QuantTransform.34211",0.015570421,0.090320792,"FRA 4.0",5,"FRA"
"QuantTransform.3433",0.015683362,0.090894658,"FRA 4.0",5,"FRA"
"QuantTransform.3442",0.01579892,0.09147217,"FRA 4.0",5,"FRA"
"QuantTransform.3452",0.015912679,0.092053352,"FRA 4.0",5,"FRA"
"QuantTransform.3462",0.016026798,0.092638226,"FRA 4.0",5,"FRA"
"QuantTransform.3472",0.016143225,0.093226816,"FRA 4.0",5,"FRA"
"QuantTransform.3482",0.016262385,0.093819146,"FRA 4.0",5,"FRA"
"QuantTransform.3492",0.016379709,0.094415239,"FRA 4.0",5,"FRA"
"QuantTransform.3502",0.016498748,0.09501512,"FRA 4.0",5,"FRA"
"QuantTransform.35111",0.01662101,0.095618812,"FRA 4.0",5,"FRA"
"QuantTransform.35211",0.016742831,0.096226339,"FRA 4.0",5,"FRA"
"QuantTransform.3533",0.016869007,0.096837727,"FRA 4.0",5,"FRA"
"QuantTransform.3542",0.016995299,0.097452999,"FRA 4.0",5,"FRA"
"QuantTransform.3552",0.017119807,0.098072181,"FRA 4.0",5,"FRA"
"QuantTransform.3562",0.017247697,0.098695296,"FRA 4.0",5,"FRA"
"QuantTransform.3572",0.017376513,0.099322371,"FRA 4.0",5,"FRA"
"QuantTransform.3582",0.01750881,0.099979643,"FRA 4.0",5,"FRA"
"QuantTransform.3592",0.017642356,0.10066574,"FRA 4.0",5,"FRA"
"QuantTransform.3602",0.01777582,0.101356545,"FRA 4.0",5,"FRA"
"QuantTransform.36111",0.017910447,0.102052091,"FRA 4.0",5,"FRA"
"QuantTransform.36211",0.018051111,0.10275241,"FRA 4.0",5,"FRA"
"QuantTransform.3633",0.018187939,0.103457534,"FRA 4.0",5,"FRA"
"QuantTransform.3642",0.018328358,0.104167498,"FRA 4.0",5,"FRA"
"QuantTransform.3652",0.01847257,0.104882333,"FRA 4.0",5,"FRA"
"QuantTransform.3662",0.0186192,0.105602075,"FRA 4.0",5,"FRA"
"QuantTransform.3672",0.018764898,0.106326755,"FRA 4.0",5,"FRA"
"QuantTransform.3682",0.018911269,0.107056408,"FRA 4.0",5,"FRA"
"QuantTransform.3692",0.019061214,0.107791068,"FRA 4.0",5,"FRA"
"QuantTransform.3702",0.01921048,0.10853077,"FRA 4.0",5,"FRA"
"QuantTransform.37111",0.01936249,0.109275548,"FRA 4.0",5,"FRA"
"QuantTransform.37211",0.019516541,0.110025437,"FRA 4.0",5,"FRA"
"QuantTransform.3733",0.019671285,0.110780472,"FRA 4.0",5,"FRA"
"QuantTransform.3742",0.019827218,0.111540688,"FRA 4.0",5,"FRA"
"QuantTransform.3752",0.019990004,0.112306122,"FRA 4.0",5,"FRA"
"QuantTransform.3762",0.020150776,0.113076807,"FRA 4.0",5,"FRA"
"QuantTransform.3772",0.020314916,0.113852782,"FRA 4.0",5,"FRA"
"QuantTransform.3782",0.020482139,0.114634081,"FRA 4.0",5,"FRA"
"QuantTransform.3792",0.020650377,0.115420743,"FRA 4.0",5,"FRA"
"QuantTransform.3802",0.02082074,0.116212802,"FRA 4.0",5,"FRA"
"QuantTransform.38111",0.020995057,0.117010297,"FRA 4.0",5,"FRA"
"QuantTransform.38211",0.021169231,0.117813265,"FRA 4.0",5,"FRA"
"QuantTransform.3833",0.021351307,0.118621743,"FRA 4.0",5,"FRA"
"QuantTransform.3842",0.021532975,0.119435768,"FRA 4.0",5,"FRA"
"QuantTransform.3852",0.021718803,0.120255381,"FRA 4.0",5,"FRA"
"QuantTransform.3862",0.021905641,0.121080617,"FRA 4.0",5,"FRA"
"QuantTransform.3872",0.022090058,0.121911517,"FRA 4.0",5,"FRA"
"QuantTransform.3882",0.02227873,0.122748118,"FRA 4.0",5,"FRA"
"QuantTransform.3892",0.022471378,0.123590461,"FRA 4.0",5,"FRA"
"QuantTransform.3902",0.022664077,0.124438584,"FRA 4.0",5,"FRA"
"QuantTransform.39111",0.022863858,0.125292527,"FRA 4.0",5,"FRA"
"QuantTransform.39211",0.023062896,0.126152331,"FRA 4.0",5,"FRA"
"QuantTransform.3933",0.023264469,0.127018034,"FRA 4.0",5,"FRA"
"QuantTransform.3942",0.023469404,0.127889679,"FRA 4.0",5,"FRA"
"QuantTransform.3952",0.023673725,0.128767305,"FRA 4.0",5,"FRA"
"QuantTransform.3962",0.023885445,0.129655825,"FRA 4.0",5,"FRA"
"QuantTransform.3972",0.024097583,0.130577125,"FRA 4.0",5,"FRA"
"QuantTransform.3982",0.024314366,0.131504971,"FRA 4.0",5,"FRA"
"QuantTransform.3992",0.024536531,0.13243941,"FRA 4.0",5,"FRA"
"QuantTransform.4001",0.02475901,0.133380489,"FRA 4.0",5,"FRA"
"QuantTransform.40111",0.024987358,0.134328255,"FRA 4.0",5,"FRA"
"QuantTransform.40211",0.025220653,0.135282756,"FRA 4.0",5,"FRA"
"QuantTransform.4033",0.025455018,0.136244039,"FRA 4.0",5,"FRA"
"QuantTransform.4042",0.02569282,0.137212152,"FRA 4.0",5,"FRA"
"QuantTransform.4052",0.025932745,0.138187145,"FRA 4.0",5,"FRA"
"QuantTransform.4062",0.026179841,0.139169066,"FRA 4.0",5,"FRA"
"QuantTransform.4072",0.026428239,0.140157964,"FRA 4.0",5,"FRA"
"QuantTransform.4082",0.026681608,0.141153889,"FRA 4.0",5,"FRA"
"QuantTransform.4092",0.026936576,0.142156891,"FRA 4.0",5,"FRA"
"QuantTransform.41011",0.027198437,0.143167019,"FRA 4.0",5,"FRA"
"QuantTransform.41111",0.02746723,0.144184326,"FRA 4.0",5,"FRA"
"QuantTransform.41211",0.027743752,0.145208861,"FRA 4.0",5,"FRA"
"QuantTransform.41311",0.028020844,0.146240676,"FRA 4.0",5,"FRA"
"QuantTransform.4143",0.02830156,0.147279823,"FRA 4.0",5,"FRA"
"QuantTransform.4152",0.028589382,0.148326354,"FRA 4.0",5,"FRA"
"QuantTransform.4162",0.028876875,0.149380322,"FRA 4.0",5,"FRA"
"QuantTransform.4172",0.029174568,0.150441778,"FRA 4.0",5,"FRA"
"QuantTransform.4182",0.029472714,0.151510777,"FRA 4.0",5,"FRA"
"QuantTransform.4192",0.029775146,0.152587372,"FRA 4.0",5,"FRA"
"QuantTransform.4202",0.030079306,0.153671617,"FRA 4.0",5,"FRA"
"QuantTransform.42111",0.03040209,0.154763567,"FRA 4.0",5,"FRA"
"QuantTransform.42211",0.030727758,0.155863275,"FRA 4.0",5,"FRA"
"QuantTransform.4235",0.031054855,0.156970798,"FRA 4.0",5,"FRA"
"QuantTransform.4242",0.031393893,0.15808619,"FRA 4.0",5,"FRA"
"QuantTransform.4252",0.031739812,0.159209508,"FRA 4.0",5,"FRA"
"QuantTransform.4262",0.032081198,0.160340808,"FRA 4.0",5,"FRA"
"QuantTransform.4272",0.032430047,0.161480147,"FRA 4.0",5,"FRA"
"QuantTransform.4282",0.032790706,0.162627582,"FRA 4.0",5,"FRA"
"QuantTransform.4292",0.03315129,0.16378317,"FRA 4.0",5,"FRA"
"QuantTransform.4302",0.03352794,0.164946969,"FRA 4.0",5,"FRA"
"QuantTransform.43111",0.033922267,0.166119038,"FRA 4.0",5,"FRA"
"QuantTransform.43211",0.034316148,0.167299435,"FRA 4.0",5,"FRA"
"QuantTransform.4333",0.034717415,0.168496062,"FRA 4.0",5,"FRA"
"QuantTransform.4342",0.035127532,0.169771132,"FRA 4.0",5,"FRA"
"QuantTransform.4352",0.03553946,0.17105585,"FRA 4.0",5,"FRA"
"QuantTransform.4362",0.035965849,0.17235029,"FRA 4.0",5,"FRA"
"QuantTransform.4372",0.036406731,0.173654525,"FRA 4.0",5,"FRA"
"QuantTransform.4382",0.036848851,0.174968631,"FRA 4.0",5,"FRA"
"QuantTransform.4392",0.037303721,0.17629268,"FRA 4.0",5,"FRA"
"QuantTransform.4402",0.037771148,0.177626749,"FRA 4.0",5,"FRA"
"QuantTransform.44111",0.038250361,0.178970914,"FRA 4.0",5,"FRA"
"QuantTransform.44211",0.038735434,0.18032525,"FRA 4.0",5,"FRA"
"QuantTransform.4433",0.039242444,0.181689835,"FRA 4.0",5,"FRA"
"QuantTransform.4442",0.039741441,0.183064746,"FRA 4.0",5,"FRA"
"QuantTransform.4452",0.040281615,0.184450062,"FRA 4.0",5,"FRA"
"QuantTransform.4462",0.040818667,0.18584586,"FRA 4.0",5,"FRA"
"QuantTransform.4472",0.041381056,0.187252222,"FRA 4.0",5,"FRA"
"QuantTransform.4482",0.041939956,0.188669226,"FRA 4.0",5,"FRA"
"QuantTransform.4492",0.0425266,0.190096952,"FRA 4.0",5,"FRA"
"QuantTransform.4502",0.043135729,0.191535483,"FRA 4.0",5,"FRA"
"QuantTransform.45111",0.043760179,0.1929849,"FRA 4.0",5,"FRA"
"QuantTransform.45211",0.044395605,0.194445285,"FRA 4.0",5,"FRA"
"QuantTransform.4533",0.045044725,0.195916721,"FRA 4.0",5,"FRA"
"QuantTransform.4542",0.045730568,0.197399292,"FRA 4.0",5,"FRA"
"QuantTransform.4552",0.046427217,0.198893082,"FRA 4.0",5,"FRA"
"QuantTransform.4562",0.047141809,0.200398177,"FRA 4.0",5,"FRA"
"QuantTransform.4572",0.047882478,0.201914661,"FRA 4.0",5,"FRA"
"QuantTransform.4582",0.048632374,0.20344262,"FRA 4.0",5,"FRA"
"QuantTransform.4592",0.049431752,0.204982143,"FRA 4.0",5,"FRA"
"QuantTransform.4602",0.050236804,0.206533315,"FRA 4.0",5,"FRA"
"QuantTransform.46111",0.051071589,0.208096226,"FRA 4.0",5,"FRA"
"QuantTransform.46211",0.051939642,0.209670963,"FRA 4.0",5,"FRA"
"QuantTransform.4633",0.052857149,0.211257618,"FRA 4.0",5,"FRA"
"QuantTransform.4642",0.05379883,0.212856279,"FRA 4.0",5,"FRA"
"QuantTransform.4652",0.054769137,0.214467037,"FRA 4.0",5,"FRA"
"QuantTransform.4662",0.05576105,0.216089985,"FRA 4.0",5,"FRA"
"QuantTransform.4672",0.056796847,0.217725215,"FRA 4.0",5,"FRA"
"QuantTransform.4682",0.057896312,0.221193883,"FRA 4.0",5,"FRA"
"QuantTransform.4692",0.059041867,0.229094602,"FRA 4.0",5,"FRA"
"QuantTransform.4702",0.060212493,0.237277523,"FRA 4.0",5,"FRA"
"QuantTransform.47111",0.061469633,0.245752725,"FRA 4.0",5,"FRA"
"QuantTransform.47211",0.062761379,0.25453065,"FRA 4.0",5,"FRA"
"QuantTransform.4733",0.064134056,0.263622109,"FRA 4.0",5,"FRA"
"QuantTransform.4742",0.065567487,0.273038302,"FRA 4.0",5,"FRA"
"QuantTransform.4752",0.067065441,0.282790827,"FRA 4.0",5,"FRA"
"QuantTransform.4762",0.068646138,0.292891698,"FRA 4.0",5,"FRA"
"QuantTransform.4772",0.070308325,0.303353357,"FRA 4.0",5,"FRA"
"QuantTransform.4782",0.072056389,0.314188691,"FRA 4.0",5,"FRA"
"QuantTransform.4792",0.0739264,0.325411048,"FRA 4.0",5,"FRA"
"QuantTransform.4802",0.075888422,0.33703425,"FRA 4.0",5,"FRA"
"QuantTransform.48111",0.077960386,0.349072616,"FRA 4.0",5,"FRA"
"QuantTransform.48211",0.080259796,0.361540975,"FRA 4.0",5,"FRA"
"QuantTransform.4833",0.082621247,0.374454685,"FRA 4.0",5,"FRA"
"QuantTransform.4842",0.085200074,0.387829653,"FRA 4.0",5,"FRA"
"QuantTransform.4852",0.087994185,0.401682356,"FRA 4.0",5,"FRA"
"QuantTransform.4862",0.091065619,0.416029857,"FRA 4.0",5,"FRA"
"QuantTransform.4872",0.094336616,0.43088983,"FRA 4.0",5,"FRA"
"QuantTransform.4882",0.097966262,0.446280578,"FRA 4.0",5,"FRA"
"QuantTransform.4892",0.101868987,0.462221062,"FRA 4.0",5,"FRA"
"QuantTransform.4902",0.106225288,0.478730916,"FRA 4.0",5,"FRA"
"QuantTransform.49111",0.111133441,0.495830478,"FRA 4.0",5,"FRA"
"QuantTransform.49211",0.116558107,0.513540811,"FRA 4.0",5,"FRA"
"QuantTransform.4933",0.123042723,0.531883731,"FRA 4.0",5,"FRA"
"QuantTransform.4942",0.130463434,0.550881832,"FRA 4.0",5,"FRA"
"QuantTransform.4952",0.139308727,0.570558518,"FRA 4.0",5,"FRA"
"QuantTransform.4962",0.150070399,0.590938027,"FRA 4.0",5,"FRA"
"QuantTransform.4972",0.164024381,0.612045461,"FRA 4.0",5,"FRA"
"QuantTransform.4982",0.183324865,0.633906821,"FRA 4.0",5,"FRA"
"QuantTransform.4992",0.214220045,0.656549037,"FRA 4.0",5,"FRA"
"QuantTransform.5001",0.454799012,0.8,"FRA 4.0",5,"FRA"
"QuantTransform32",0.00305,0.000776201,"GBR 3.1",1,"GBR"
"QuantTransform.1144",0.00882,0.001303864,"GBR 3.1",1,"GBR"
"QuantTransform.2144",0.01067,0.001605932,"GBR 3.1",1,"GBR"
"QuantTransform.3144",0.01214,0.00176829,"GBR 3.1",1,"GBR"
"QuantTransform.4144",0.01348,0.001920795,"GBR 3.1",1,"GBR"
"QuantTransform.534",0.01469,0.002067711,"GBR 3.1",1,"GBR"
"QuantTransform.634",0.01585,0.002219628,"GBR 3.1",1,"GBR"
"QuantTransform.734",0.01699,0.002376545,"GBR 3.1",1,"GBR"
"QuantTransform.834",0.01812,0.002538461,"GBR 3.1",1,"GBR"
"QuantTransform.934",0.01921,0.002731335,"GBR 3.1",1,"GBR"
"QuantTransform.1034",0.02034,0.00295068,"GBR 3.1",1,"GBR"
"QuantTransform.1145",0.02148,0.003171716,"GBR 3.1",1,"GBR"
"QuantTransform.1236",0.02264,0.003414518,"GBR 3.1",1,"GBR"
"QuantTransform.1334",0.02382,0.003673276,"GBR 3.1",1,"GBR"
"QuantTransform.1434",0.02503,0.003948652,"GBR 3.1",1,"GBR"
"QuantTransform.1534",0.02625,0.00419263,"GBR 3.1",1,"GBR"
"QuantTransform.1634",0.0275,0.004473669,"GBR 3.1",1,"GBR"
"QuantTransform.1734",0.02882,0.004777943,"GBR 3.1",1,"GBR"
"QuantTransform.1834",0.03016,0.005043319,"GBR 3.1",1,"GBR"
"QuantTransform.1934",0.03156,0.005376344,"GBR 3.1",1,"GBR"
"QuantTransform.2034",0.03299,0.005730693,"GBR 3.1",1,"GBR"
"QuantTransform.2145",0.03454,0.006114896,"GBR 3.1",1,"GBR"
"QuantTransform.2236",0.03616,0.006603073,"GBR 3.1",1,"GBR"
"QuantTransform.2334",0.03777,0.007090809,"GBR 3.1",1,"GBR"
"QuantTransform.2434",0.03955,0.007441408,"GBR 3.1",1,"GBR"
"QuantTransform.2534",0.04138,0.007822302,"GBR 3.1",1,"GBR"
"QuantTransform.2634",0.04332,0.00822305,"GBR 3.1",1,"GBR"
"QuantTransform.2734",0.04539,0.008716815,"GBR 3.1",1,"GBR"
"QuantTransform.2834",0.04758,0.009326761,"GBR 3.1",1,"GBR"
"QuantTransform.2934",0.04997,0.010106565,"GBR 3.1",1,"GBR"
"QuantTransform.3034",0.05248,0.010932693,"GBR 3.1",1,"GBR"
"QuantTransform.3145",0.05516,0.011595434,"GBR 3.1",1,"GBR"
"QuantTransform.3236",0.05803,0.012412886,"GBR 3.1",1,"GBR"
"QuantTransform.3334",0.06114,0.013162174,"GBR 3.1",1,"GBR"
"QuantTransform.3434",0.06457,0.014250443,"GBR 3.1",1,"GBR"
"QuantTransform.3534",0.06821,0.015390185,"GBR 3.1",1,"GBR"
"QuantTransform.3634",0.07198,0.016574045,"GBR 3.1",1,"GBR"
"QuantTransform.3734",0.0762,0.017890263,"GBR 3.1",1,"GBR"
"QuantTransform.3834",0.08078,0.019324131,"GBR 3.1",1,"GBR"
"QuantTransform.3934",0.08617,0.02101536,"GBR 3.1",1,"GBR"
"QuantTransform.4034",0.09204,0.022846299,"GBR 3.1",1,"GBR"
"QuantTransform.4145",0.09878,0.025280198,"GBR 3.1",1,"GBR"
"QuantTransform.4236",0.10649,0.02806705,"GBR 3.1",1,"GBR"
"QuantTransform.4334",0.11553,0.031339211,"GBR 3.1",1,"GBR"
"QuantTransform.4434",0.12674,0.035405514,"GBR 3.1",1,"GBR"
"QuantTransform.4534",0.14025,0.040310078,"GBR 3.1",1,"GBR"
"QuantTransform.4634",0.15791,0.046714689,"GBR 3.1",1,"GBR"
"QuantTransform.4734",0.18256,0.056251751,"GBR 3.1",1,"GBR"
"QuantTransform.4834",0.21931,0.084567338,"GBR 3.1",1,"GBR"
"QuantTransform.4934",0.28308,0.114162376,"GBR 3.1",1,"GBR"
"QuantTransform33",0.01511,0.006807,"GBR 3.1",5,"GBR"
"QuantTransform.1146",0.0361,0.007788,"GBR 3.1",5,"GBR"
"QuantTransform.2146",0.04214,0.009733,"GBR 3.1",5,"GBR"
"QuantTransform.3146",0.04688,0.010894,"GBR 3.1",5,"GBR"
"QuantTransform.4146",0.05097,0.011876,"GBR 3.1",5,"GBR"
"QuantTransform.535",0.05465,0.012799,"GBR 3.1",5,"GBR"
"QuantTransform.635",0.05818,0.014466,"GBR 3.1",5,"GBR"
"QuantTransform.735",0.06158,0.015689,"GBR 3.1",5,"GBR"
"QuantTransform.835",0.06487,0.017132,"GBR 3.1",5,"GBR"
"QuantTransform.935",0.06796,0.018566,"GBR 3.1",5,"GBR"
"QuantTransform.1035",0.07108,0.020124,"GBR 3.1",5,"GBR"
"QuantTransform.1147",0.07431,0.021778,"GBR 3.1",5,"GBR"
"QuantTransform.1237",0.07754,0.023493,"GBR 3.1",5,"GBR"
"QuantTransform.1335",0.08078,0.0255,"GBR 3.1",5,"GBR"
"QuantTransform.1435",0.08396,0.027541,"GBR 3.1",5,"GBR"
"QuantTransform.1535",0.08727,0.029694,"GBR 3.1",5,"GBR"
"QuantTransform.1635",0.09051,0.03217,"GBR 3.1",5,"GBR"
"QuantTransform.1735",0.09402,0.034904,"GBR 3.1",5,"GBR"
"QuantTransform.1835",0.09752,0.037688,"GBR 3.1",5,"GBR"
"QuantTransform.1935",0.1011,0.039833,"GBR 3.1",5,"GBR"
"QuantTransform.2035",0.10461,0.040928,"GBR 3.1",5,"GBR"
"QuantTransform.2147",0.10827,0.042005,"GBR 3.1",5,"GBR"
"QuantTransform.2237",0.11215,0.043383,"GBR 3.1",5,"GBR"
"QuantTransform.2335",0.11614,0.044754,"GBR 3.1",5,"GBR"
"QuantTransform.2435",0.12021,0.045993,"GBR 3.1",5,"GBR"
"QuantTransform.2535",0.12452,0.047174,"GBR 3.1",5,"GBR"
"QuantTransform.2635",0.12897,0.048291,"GBR 3.1",5,"GBR"
"QuantTransform.2735",0.13371,0.049445,"GBR 3.1",5,"GBR"
"QuantTransform.2835",0.13856,0.052578,"GBR 3.1",5,"GBR"
"QuantTransform.2935",0.14375,0.055757,"GBR 3.1",5,"GBR"
"QuantTransform.3035",0.14926,0.05915,"GBR 3.1",5,"GBR"
"QuantTransform.3147",0.15496,0.062686,"GBR 3.1",5,"GBR"
"QuantTransform.3237",0.16103,0.065239,"GBR 3.1",5,"GBR"
"QuantTransform.3335",0.16749,0.067881,"GBR 3.1",5,"GBR"
"QuantTransform.3435",0.17424,0.069795,"GBR 3.1",5,"GBR"
"QuantTransform.3535",0.18138,0.073669,"GBR 3.1",5,"GBR"
"QuantTransform.3635",0.18889,0.077672,"GBR 3.1",5,"GBR"
"QuantTransform.3735",0.19723,0.082089,"GBR 3.1",5,"GBR"
"QuantTransform.3835",0.20628,0.086964,"GBR 3.1",5,"GBR"
"QuantTransform.3935",0.21615,0.092249,"GBR 3.1",5,"GBR"
"QuantTransform.4035",0.22665,0.097769,"GBR 3.1",5,"GBR"
"QuantTransform.4147",0.23819,0.105052,"GBR 3.1",5,"GBR"
"QuantTransform.4237",0.25136,0.113334,"GBR 3.1",5,"GBR"
"QuantTransform.4335",0.26619,0.122541,"GBR 3.1",5,"GBR"
"QuantTransform.4435",0.28372,0.135166,"GBR 3.1",5,"GBR"
"QuantTransform.4535",0.30482,0.150254,"GBR 3.1",5,"GBR"
"QuantTransform.4635",0.33131,0.169189,"GBR 3.1",5,"GBR"
"QuantTransform.4735",0.36461,0.196641,"GBR 3.1",5,"GBR"
"QuantTransform.4835",0.41239,0.236053,"GBR 3.1",5,"GBR"
"QuantTransform.4935",0.48717,0.297797,"GBR 3.1",5,"GBR"
"QuantTransform34",0.000146312,0.000856627,"GBR 4.0",1,"GBR"
"QuantTransform.1148",0.000530647,0.000893106,"GBR 4.0",1,"GBR"
